,City,Borough,Neighborhood,Latitude,Longitude,Cluster Label,Top 10
52,Tallinna linn,Nõmme linnaosa,Vana-Mustamäe,59.390358,24.645816,1.0,"Bus Station,Athletics & Sports,Ski Trail,Café,Breakfast Spot,Beach,Accessories Store,African Restaurant,American Restaurant,Antique Shop"
53,Tallinna linn,Kesklinna linnaosa,Ülemistejärve,59.412831499999996,24.7645366,1.0,"Electronics Store,Diner,Moving Target,Bus Station,Burger Joint,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium"
54,Tallinna linn,Haabersti linnaosa,Veskimetsa,59.420995999999995,24.66069,6.0,"Exhibit,Zoo,Rock Climbing Spot,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery"
55,Tallinna linn,Mustamäe linnaosa,Mustamäe,59.405193000000004,24.672107699999998,3.0,"Shopping Mall,Pool Hall,Bus Stop,BBQ Joint,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
56,Tallinna linn,Kesklinna linnaosa,Kitseküla,59.41486999999999,24.739392000000002,6.0,"Clothing Store,Grocery Store,Yoga Studio,Tram Station,Cafeteria,Creperie,Diner,Electronics Store,Hostel,Indoor Play Area"
57,Tallinna linn,Kristiine linnaosa,Lilleküla,59.419546,24.712606,6.0,"Bus Line,Moving Target,Café,Bus Stop,Bistro,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium"
58,Tallinna linn,Mustamäe linnaosa,Kadaka,59.4127966,24.677429800000002,6.0,"Pharmacy,Café,Thrift / Vintage Store,Coffee Shop,Athletics & Sports,Breakfast Spot,Bus Line,Business Service,Cafeteria,Clothing Store"
59,Tallinna linn,Nõmme linnaosa,Männiku,59.3747375,24.7168837,6.0,"Hotel,Shopping Mall,Restaurant,Park,Liquor Store,Fast Food Restaurant,Diner,Bus Stop,Accessories Store,African Restaurant"
60,Tallinna linn,Kesklinna linnaosa,Mõigu,59.40652660000001,24.810784299999998,3.0,"Bus Stop,Pizza Place,Park,Grocery Store,Convenience Store,Caucasian Restaurant,Accessories Store,African Restaurant,American Restaurant,Antique Shop"
61,Tallinna linn,Kesklinna linnaosa,Juhkentali,59.425090000000004,24.769410999999998,6.0,"Sushi Restaurant,Bus Line,Tunnel,Soccer Field,Road,Moving Target,Miscellaneous Shop,Flea Market,Canal Lock,Accessories Store"
62,Tallinna linn,Nõmme linnaosa,Rahumäe,59.38904029999999,24.708160600000003,3.0,"Bus Stop,Train Station,Train,Trail,Restaurant,Pub,Museum,Moving Target,Indian Restaurant,Basketball Court"
63,Tallinna linn,Haabersti linnaosa,Mäeküla,59.39692779999999,24.6125002,6.0,"Trail,Flower Shop,Diner,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery"
64,Tallinna linn,Kesklinna linnaosa,Sadama,59.443956299999996,24.7556195,6.0,"Restaurant,Historic Site,Modern European Restaurant,Seafood Restaurant,Beach,Beer Bar,Boat or Ferry,Convenience Store,Falafel Restaurant,Fish Market"
65,Tallinna linn,Kesklinna linnaosa,Kadriorg,59.438465599999994,24.791025236385103,6.0,"Café,Museum,Art Museum,History Museum,Restaurant,Bus Stop,Park,Coffee Shop,Garden,Italian Restaurant"
66,Tallinna linn,Kristiine linnaosa,Järve,59.401588399999994,24.7264417,1.0,"Moving Target,Café,Bus Station,Train Station,Trail,Tennis Court,Gym,Golf Course,Food & Drink Shop,Bistro"
67,Tallinna linn,Kristiine linnaosa,Tondi,59.408026,24.724908,6.0,"Tennis Court,Rock Club,IT Services,Gym,Café,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium"
68,Tallinna linn,Haabersti linnaosa,Mustjõe,59.428602000000005,24.680108999999998,1.0,"Scenic Lookout,Electronics Store,Café,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
69,Tallinna linn,Haabersti linnaosa,Astangu,59.402235,24.627247,2.0,"Bus Stop,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum,Arts & Crafts Store"
70,Tallinna linn,Nõmme linnaosa,Pääsküla,59.3677228,24.640765,6.0,"Train Station,Skate Park,Shoe Store,Restaurant,Grocery Store,Bus Station,American Restaurant,Accessories Store,African Restaurant,Antique Shop"
71,Tallinna linn,Haabersti linnaosa,Kakumäe,59.4533711,24.5816986,7.0,"Dessert Shop,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum,Arts & Crafts Store"
72,Tallinna linn,Lasnamäe linnaosa,Sikupilli,59.4275586,24.7933117,6.0,"Restaurant,Tram Station,Warehouse Store,Movie Theater,Bus Stop,Caucasian Restaurant,Electronics Store,Fishing Store,Health & Beauty Service,Hobby Shop"
73,Tallinna linn,Põhja-Tallinna linnaosa,Kelmiküla,59.43630770000001,24.7301702,6.0,"Café,Restaurant,Park,Asian Restaurant,Hotel,Seafood Restaurant,Pub,Burger Joint,French Restaurant,Food & Drink Shop"
74,Tallinna linn,Nõmme linnaosa,Liiva,59.382957,24.731037,6.0,"Spiritual Center,Construction & Landscaping,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum"
75,Tallinna linn,Haabersti linnaosa,Tiskre,59.4391588,24.5701015,3.0,"Wine Bar,Steakhouse,Playground,Bus Stop,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
76,Tallinna linn,Haabersti linnaosa,Väike-Õismäe,59.4153634,24.6466996,1.0,"Bus Station,Bus Line,Pizza Place,Pharmacy,Cafeteria,Bus Stop,Accessories Store,African Restaurant,American Restaurant,Antique Shop"
77,Tallinna linn,Põhja-Tallinna linnaosa,Paljassaare,59.461802899999995,24.7009466,6.0,"Harbor / Marina,Boat or Ferry,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum"
78,Tallinna linn,Põhja-Tallinna linnaosa,Kopli,59.459025,24.673429000000002,1.0,"Tram Station,Park,Light Rail Station,Harbor / Marina,Dive Bar,Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop"
79,Tallinna linn,Kesklinna linnaosa,Uus Maailm,59.4256471,24.733785600000004,6.0,"Hotel,Bed & Breakfast,Park,Toy / Game Store,Electronics Store,Bakery,Bike Shop,Bookstore,Bus Station,Bus Stop"
80,Tallinna linn,Kesklinna linnaosa,Vanalinn,59.437343799999994,24.7452048,6.0,"Café,Eastern European Restaurant,Hotel,Bar,Cocktail Bar,Restaurant,Scenic Lookout,Coffee Shop,Hostel,Wine Bar"
81,Tallinna linn,Pirita linnaosa,Merivälja,59.49379449999999,24.836424100000002,1.0,"Scenic Lookout,Park,Lighthouse,Arts & Crafts Store,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade"
82,Tallinna linn,Pirita linnaosa,Laiaküla,59.470153599999996,24.9022826,0.0,"Bus Station,Accessories Store,African Restaurant,American Restaurant,Antique Shop,Aquarium,Arcade,Art Gallery,Art Museum,Arts & Crafts Store"
83,Tallinna linn,Põhja-Tallinna linnaosa,Kalamaja,59.4455201,24.734592000000003,6.0,"Wine Bar,Bakery,Café,Burger Joint,Sauna / Steam Room,Restaurant,Playground,Mexican Restaurant,Market,Dance Studio"
